City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
296,Ruidoso,33.3317,-105.673,24.59,36,0,5.14,US,1691678610
297,Vorgashor,67.5833,63.95,14.74,64,24,5.54,RU,1691678610
298,Young,-32.6833,-57.6333,19.03,70,99,5.91,UY,1691678611
299,Port Moresby,-9.4431,147.1797,23.68,73,20,10.29,PG,1691678611
300,Kapuskasing,49.4169,-82.4331,16.0,77,75,4.12,CA,1691678547
301,North Bend,43.4065,-124.2243,17.92,94,100,1.86,US,1691678611
302,Puerto Ayacucho,5.6639,-67.6236,28.2,75,86,1.8,VE,1691678611
303,Atherton,53.5237,-2.4935,29.08,54,52,2.68,GB,1691678611
304,Isheyevka,54.4167,48.2667,30.73,32,0,2.25,RU,1691678611
305,Susanville,40.4163,-120.653,19.51,47,0,0.0,US,1691678611
306,Monett,36.929,-93.9277,25.51,97,0,2.68,US,1691678611
307,La Romana,18.4273,-68.9728,30.2,79,40,4.12,DO,1691678611
308,Nemuro,43.3236,145.575,18.82,99,99,6.73,JP,1691678611
309,Raja,8.4596,25.678,25.8,86,100,0.28,SS,1691678611
310,Paradip Garh,20.3167,86.6167,29.89,72,100,5.54,IN,1691678611
311,Jiagedaqi,50.4167,124.1167,15.25,94,17,0.75,CN,1691678611
312,San Antonio De Pale,-1.4014,5.6325,23.82,81,70,3.6,GQ,1691678611
313,Ardestan,33.3761,52.3694,33.18,14,0,7.37,IR,1691678611
314,Petropavlovsk-Kamchatsky,53.0452,158.6483,11.33,94,75,2.0,RU,1691678611
315,Touros,-5.1989,-35.4608,27.99,64,57,8.05,BR,1691678611
316,Dul'Durga,50.6761,113.5931,16.57,99,100,1.57,RU,1691678612
317,Lethbridge,49.7,-112.8186,18.54,55,20,5.14,CA,1691678612
318,Minas De Marcona,-15.2119,-75.1103,15.39,71,37,6.91,PE,1691678612
319,Alvaraes,-3.2208,-64.8042,26.93,48,6,1.34,BR,1691678612
320,Ancud,-41.8697,-73.8203,8.76,89,92,7.28,CL,1691678612
321,Kuah,6.3265,99.8432,26.99,83,20,1.54,MY,1691678612
322,Patacamaya,-17.2333,-67.9167,11.81,15,0,1.39,BO,1691678612
323,Weno,7.4515,151.8468,27.57,75,73,2.97,FM,1691678612
324,Bathsheba,13.2167,-59.5167,31.34,74,20,6.69,BB,1691678612
325,Moanda,-1.5575,13.2178,27.13,32,97,0.62,GA,1691678612
326,Hami,42.8,93.45,32.17,17,1,4.55,CN,1691678612
327,Woodlake,37.4211,-77.6793,26.57,85,100,2.57,US,1691678612
328,Melfort,52.8667,-104.6177,11.07,93,100,4.63,CA,1691678612
329,New Norfolk,-42.7826,147.0587,9.72,98,100,1.29,AU,1691678612
330,Rawson,-43.3002,-65.1023,16.26,37,97,6.98,AR,1691678612
331,Mil'Kovo,55.6078,37.7956,25.73,54,100,1.92,RU,1691678612
332,Al Bayda',32.7627,21.7551,23.83,52,0,6.3,LY,1691678612
333,Khorixas,-20.3667,14.9667,29.45,15,9,5.06,NA,1691678612
334,Geraldton,-28.7667,114.6,14.23,88,100,2.57,AU,1691678613
335,Melekeok Village,7.4957,134.6367,26.31,89,75,4.63,PW,1691678613
336,Taperoa,-7.2075,-36.8267,31.28,23,3,6.09,BR,1691678613
337,Jiuquan,39.7432,98.5174,21.21,48,52,3.05,CN,1691678613
338,Vuktyl,63.8567,57.3094,19.83,53,22,2.65,RU,1691678613
339,Tual,-5.6667,132.75,25.9,77,74,9.3,ID,1691678613
340,Sao Vicente,-23.9631,-46.3919,27.75,60,0,1.54,BR,1691678613
341,Port Augusta,-32.5,137.7667,8.79,81,0,2.45,AU,1691678613
342,Tezu,27.9167,96.1667,25.89,98,95,0.97,IN,1691678613
343,Horqueta,-23.3428,-57.0597,34.61,29,9,4.69,PY,1691678613
344,San Patricio,28.017,-97.5169,32.15,55,3,7.05,US,1691678613
345,Murray Bridge,-35.1167,139.2667,9.63,86,1,2.2,AU,1691678613
346,Tsiombe,-25.3,45.4833,18.6,65,92,4.21,MG,1691678613
347,Benguela,-12.5763,13.4055,22.01,74,22,3.61,AO,1691678613
348,Kawm Umbu,24.4767,32.9463,42.94,6,0,7.95,EG,1691678613
349,Siracusa,37.0881,15.2792,29.77,59,1,4.02,IT,1691678613
350,Mar Del Plata,-38.0023,-57.5575,14.01,96,100,5.66,AR,1691678474
351,Tadine,-21.55,167.8833,17.92,55,0,8.12,NC,1691678613
352,Aroma,15.8167,36.1333,35.0,40,43,4.31,SD,1691678613
353,Dudinka,69.4058,86.1778,16.46,58,99,10.27,RU,1691678614
354,Afaahiti,-17.75,-149.2833,19.93,67,68,7.18,PF,1691678614
355,Christchurch,-43.5333,172.6333,2.19,82,40,1.54,NZ,1691678614
356,Dunedin,-45.8742,170.5036,3.22,66,100,2.13,NZ,1691678614
357,Kakamigahara,35.4167,136.8667,28.21,75,2,1.36,JP,1691678614
358,San Pedro,14.35,121.0167,29.57,86,20,3.09,PH,1691678614
359,Iskushuban,10.2837,50.23,35.91,27,85,7.5,SO,1691678614
360,Lillehammer,61.1146,10.4674,15.77,72,96,2.39,NO,1691678614
361,Itoman,26.1247,127.6694,28.43,87,20,1.03,JP,1691678614
362,Arucas,28.1198,-15.5233,28.79,69,21,6.06,ES,1691678614
363,Kaga Bandoro,6.9896,19.1874,26.31,79,58,2.13,CF,1691678614
364,Pontes E Lacerda,-15.2261,-59.3353,37.03,19,0,3.52,BR,1691678614
365,Wauchope,-31.45,152.7333,9.42,64,0,1.16,AU,1691678614
366,Uporovo,56.3109,66.2693,17.38,51,100,6.88,RU,1691678614
367,Portland,45.5234,-122.6762,19.05,76,75,3.09,US,1691678534
368,Kununurra,-15.7667,128.7333,18.99,68,93,0.0,AU,1691678614
369,Huilong,31.8111,121.655,25.31,87,1,2.06,CN,1691678614
370,Sasovo,54.3537,41.9199,25.41,57,32,2.39,RU,1691678614
371,Trenton,40.217,-74.7429,27.86,78,40,3.6,US,1691678615
372,Prado,-17.3411,-39.2208,25.68,59,93,3.86,BR,1691678615
373,Cananeia,-25.0147,-47.9267,23.25,77,74,1.14,BR,1691678615
374,Nelson Bay,-32.7167,152.15,14.44,58,1,3.58,AU,1691678615
375,Matane,48.8286,-67.522,15.01,90,100,4.33,CA,1691678615
376,Kerikeri,-35.2268,173.9474,7.73,92,39,2.14,NZ,1691678615
377,As Safirah,36.077,37.3725,36.54,28,0,8.43,SY,1691678615
378,Lockwood,45.8191,-108.4149,20.94,64,20,5.66,US,1691678615
379,Ashkasham,36.6833,71.5333,17.14,31,0,3.34,AF,1691678615
380,Otra Banda,18.6502,-68.6628,29.71,58,99,4.52,DO,1691678615
381,Lata,40.1629,-8.3327,31.62,47,3,5.52,PT,1691678615
382,Valdivia,-39.8142,-73.2459,11.05,93,80,2.64,CL,1691678615
383,Songyuan,45.1171,124.8568,17.74,92,31,3.44,CN,1691678615
384,Yuzhno-Kurilsk,44.0306,145.8556,19.41,99,100,6.09,RU,1691678615
385,Kas,36.2018,29.6377,29.8,63,0,4.48,TR,1691678615
386,Amargosa,-13.0303,-39.6047,26.22,49,28,4.36,BR,1691678446
387,Rongelap,11.1635,166.8941,27.48,80,91,5.34,MH,1691678615
388,Kapa'A,22.0752,-159.319,27.18,83,100,6.69,US,1691678458
389,Vila Do Maio,15.1333,-23.2167,30.44,72,59,5.71,CV,1691678615
390,Seymour,38.9592,-85.8903,22.64,84,33,0.45,US,1691678615
391,Emporia,38.4039,-96.1817,25.5,83,0,2.57,US,1691678406
392,Cheongsong Gun,36.4335,129.057,20.52,94,97,3.86,KR,1691678616
393,Jilib,0.4883,42.7854,26.26,61,36,5.98,SO,1691678616
394,Zakamensk,50.3741,103.2863,11.2,93,15,0.52,RU,1691678616
395,Coracora,-15.0333,-73.7833,15.76,26,0,1.26,PE,1691678616
396,Kirakira,-10.4544,161.9205,24.14,87,100,6.76,SB,1691678616
397,Villa Gesell,-37.2639,-56.973,15.59,84,100,5.5,AR,1691678616
398,Shimoda,34.6667,138.95,25.61,89,33,5.25,JP,1691678616
399,Namibe,-15.1961,12.1522,19.37,71,14,5.58,AO,1691678357
400,Ormara,25.2088,64.6357,27.36,82,85,8.32,PK,1691678616
401,Yelizovo,53.1873,158.3805,12.08,93,75,2.0,RU,1691678616
402,Egersund,58.4513,5.9997,15.57,71,96,7.62,NO,1691678616
403,Bandarbeyla,9.4942,50.8122,24.25,82,7,12.65,SO,1691678616
404,Ta`U,-14.2336,-169.5144,27.31,74,100,5.52,AS,1691678616
405,Akureyri,65.6835,-18.0878,9.96,71,75,5.66,IS,1691678616
406,Aginskoye,51.1,114.53,15.99,97,100,2.23,RU,1691678616
407,Cidreira,-30.1811,-50.2056,19.11,81,51,4.12,BR,1691678616
408,Dalbandin,28.8947,64.4101,35.79,12,0,8.51,PK,1691678616
409,Dwarka,22.2394,68.9678,27.63,78,100,7.99,IN,1691678616
410,Bandiagara,14.3501,-3.6104,33.4,42,70,3.39,ML,1691678616
411,Nantong,32.0303,120.8747,25.43,83,0,1.55,CN,1691678422
412,Alaghsas,17.0187,8.0168,34.94,43,20,4.12,NE,1691678616
413,Novaya Igirma,57.1334,103.9112,16.81,76,100,1.18,RU,1691678617
414,Shache,38.4167,77.2406,32.89,16,59,3.07,CN,1691678617
415,Bikenibeu Village,1.3673,173.1241,26.98,89,40,2.06,KI,1691678617
416,Bubaque,11.2833,-15.8333,26.68,80,83,4.9,GW,1691678617
417,Rehoboth,-23.3167,17.0833,22.62,23,90,4.83,NA,1691678488
418,Faya-Largeau,17.9257,19.1043,36.53,35,1,2.32,TD,1691678617
419,Zhigalovo,54.8097,105.1578,14.79,95,100,1.74,RU,1691678617
420,Mahibadhoo,3.7833,72.9667,28.49,76,100,7.6,MV,1691678353
421,Haiku-Pauwela,20.9219,-156.3051,23.36,85,75,6.69,US,1691678397
422,Port-Saint-Louis-Du-Rhone,43.3833,4.8,30.38,34,0,6.69,FR,1691678617
423,Nuku'Alofa,-21.1333,-175.2,21.19,100,75,1.54,TO,1691678617
424,Barreirinhas,-2.7469,-42.8264,33.25,41,18,4.15,BR,1691678617
425,Freeport,40.6576,-73.5832,28.07,75,0,4.02,US,1691678617
426,Rabigh,22.7986,39.0349,35.69,43,0,7.69,SA,1691678587
427,Am Timan,11.0297,20.2827,28.0,71,91,1.83,TD,1691678617
428,Chinde,26.8418,88.0763,20.0,94,100,0.62,NP,1691678617
429,Mahdia,35.5047,11.0622,31.97,41,0,3.89,TN,1691678617
430,Wuhai,39.6647,106.8122,23.39,75,100,1.12,CN,1691678617
431,Taksimo,56.3444,114.8794,16.14,99,100,1.23,RU,1691678617
432,Sinop,41.7711,34.8709,23.24,79,38,3.56,TR,1691678617
433,Mabaruma,8.2,-59.7833,32.74,52,10,2.54,GY,1691678618
434,Palikir - National Government Center,6.9248,158.1611,25.41,89,100,1.03,FM,1691678618
435,Fortuna,40.5982,-124.1573,16.63,94,75,3.09,US,1691678618
436,Bay Roberts,47.5999,-53.2648,16.19,93,100,0.89,CA,1691678618
437,Cannonvale,-20.2833,148.7,18.66,81,2,4.73,AU,1691678618
438,Fredonia,42.4401,-79.3317,21.9,87,75,3.6,US,1691678406
439,Callao,-12.0667,-77.15,20.95,82,100,5.66,PE,1691678618
440,Saskatoon,52.1168,-106.6345,13.99,93,100,4.63,CA,1691678596
441,Banda Aceh,5.5577,95.3222,26.9,83,100,4.08,ID,1691678618
442,Dapa,9.7594,126.0531,27.99,75,100,4.34,PH,1691678618
443,Ingeniero Jacobacci,-41.3427,-69.5448,8.1,59,44,9.71,AR,1691678618
444,Guigang,23.0964,109.6092,26.98,89,33,1.57,CN,1691678618
445,Figuig (Centre),32.1089,-1.2286,41.25,8,5,6.71,MA,1691678618
446,Sola,-13.8833,167.55,22.87,76,100,11.81,VU,1691678618
447,Tocopilla,-22.092,-70.1979,19.96,70,28,5.61,CL,1691678618
448,Pacific Grove,36.6177,-121.9166,14.68,94,75,2.06,US,1691678344
449,Iwanai,42.9744,140.5089,23.32,92,100,2.83,JP,1691678363
450,Borogontsy,62.6683,131.1683,14.42,63,10,2.81,RU,1691678618
451,Mayqayyng,51.4625,75.7986,25.19,36,100,7.02,KZ,1691678618
452,Kinwat,19.6333,78.2,27.09,73,96,1.95,IN,1691678475
453,Cedeira,43.6797,-8.0209,26.32,73,46,5.26,ES,1691678618
454,Saint-Francois,46.4154,3.9054,29.69,39,0,1.54,FR,1691678379
455,Nova Vicosa,-17.8919,-39.3719,25.54,62,93,3.89,BR,1691678618
456,Uliastay,47.7417,96.8444,13.79,67,7,1.09,MN,1691678619
457,Bopolu,7.0667,-10.4875,23.68,91,100,3.24,LR,1691678619
458,Calasparra,38.23,-1.6999,40.35,8,6,8.65,ES,1691678619
459,Jijiga,9.35,42.8,23.05,54,98,4.6,ET,1691678619
460,La Passe,45.5549,-0.8967,30.13,61,80,7.77,FR,1691678619
461,Mount Pleasant,32.7941,-79.8626,31.99,79,20,4.63,US,1691678336
462,Tofol,5.3248,163.0078,28.06,74,18,2.66,FM,1691678419
463,Vila Franca Do Campo,37.7167,-25.4333,25.23,92,100,0.97,PT,1691678619
464,Midvagur,62.0511,-7.1939,12.46,87,100,8.23,FO,1691678619
465,Crescent City,41.756,-124.2018,17.49,99,100,0.0,US,1691678619
466,Namanyere,-7.5167,31.05,24.94,28,9,2.09,TZ,1691678619
467,Sang-E Charak,35.8497,66.4369,23.19,34,0,1.96,AF,1691678619
468,Xam Nua,20.4197,104.0439,21.03,98,100,1.12,LA,1691678619
469,Pinckneyville,38.0803,-89.382,23.94,75,1,2.18,US,1691678619
470,La Malbaie,47.6575,-70.1559,20.3,78,81,1.37,CA,1691678619
471,Muroto-Misakicho,33.2833,134.15,27.11,89,8,6.82,JP,1691678619
472,Hasaki,35.7333,140.8333,27.95,88,0,3.59,JP,1691678619
473,Belebey,54.1167,54.1167,25.86,36,1,5.02,RU,1691678619
474,Saint-Philippe,-21.3585,55.7679,22.77,77,42,2.96,RE,1691678619
475,Bandar-E Genaveh,29.5791,50.517,38.01,51,43,4.38,IR,1691678620
476,Vung Tau,10.346,107.0843,28.5,79,70,6.1,VN,1691678590
477,Cherepovets,59.1333,37.9,23.9,64,40,2.0,RU,1691678620
478,Lakatoro,-16.0999,167.4164,20.35,67,77,6.44,VU,1691678620
479,Papao,-17.75,-149.55,20.82,68,6,8.17,PF,1691678620
480,Okha,53.5739,142.9478,11.83,96,100,3.64,RU,1691678620
481,Mount Gambier,-37.8333,140.7667,9.02,88,89,2.17,AU,1691678620
482,Negotin,44.2264,22.5308,19.21,73,99,1.33,RS,1691678620
483,Linxia Chengguanzhen,35.6003,103.2064,20.94,82,100,1.76,CN,1691678620
484,Island Harbour,50.724,-1.2758,26.2,76,25,3.57,GB,1691678620
485,Ambon,-3.6954,128.1814,26.04,95,97,5.46,ID,1691678620
486,Kyzyl-Mazhalyk,51.1333,90.6,17.71,55,28,1.24,RU,1691678620
487,Kavaratti,10.5669,72.642,28.0,77,100,6.57,IN,1691678620
488,Salinopolis,-0.6136,-47.3561,29.05,65,49,6.08,BR,1691678620
489,Mocimboa,-11.3167,40.35,24.5,69,11,5.65,MZ,1691678620
490,South Hedland,-20.4089,118.5983,18.96,63,5,2.06,AU,1691678620
491,Lysyye Gory,51.5506,44.8414,28.41,38,97,2.36,RU,1691678620
492,Celestun,20.8667,-90.4,30.22,67,0,3.18,MX,1691678620
493,Kamaishi,39.2667,141.8833,24.85,96,27,4.84,JP,1691678620
494,Tanaina,61.6269,-149.4281,12.5,94,75,0.0,US,1691678620
495,Wotje,9.4543,170.2367,27.78,73,85,4.87,MH,1691678621
496,Labuan,5.2767,115.2417,26.2,88,20,0.51,MY,1691678621
497,Sarmiento,-45.5882,-69.07,10.75,57,90,6.83,AR,1691678621
498,Mont-Dore,-22.2833,166.5833,13.99,60,3,4.7,NC,1691678621
499,Roma,43.2128,-75.4557,22.2,84,20,2.57,US,1691678621
500,Kittila,67.6647,24.8936,16.08,94,100,4.12,FI,1691678621
501,Roseto Degli Abruzzi,42.6664,14.0227,30.5,53,0,3.28,IT,1691678621
502,Sitangkai,4.6628,119.3928,28.75,74,97,3.06,PH,1691678621
503,Puerto Aysen,-45.4,-72.7,7.02,93,75,3.09,CL,1691678621
504,Deniliquin,-35.5333,144.9667,6.81,80,0,1.39,AU,1691678621
505,Taroa,8.7058,171.2275,27.8,77,53,6.42,MH,1691678621
506,Colonia Menno,-22.3667,-59.8167,35.38,26,0,10.24,PY,1691678621
507,Gejiu,23.306,103.1635,13.77,93,100,0.54,CN,1691678621
508,Inza,53.8533,46.3586,28.27,45,9,1.17,RU,1691678621
509,Coahuayana De Hidalgo,18.7,-103.6583,29.49,59,100,0.86,MX,1691678621
510,Whakatane,-37.9585,176.9854,6.54,91,67,4.47,NZ,1691678621
511,Treasure Island,27.7692,-82.769,34.0,71,20,4.63,US,1691678621
512,Nellore,14.4333,79.9667,30.32,63,100,3.7,IN,1691678621
513,La Sarre,48.8002,-79.1996,16.45,83,91,1.75,CA,1691678622
514,Rio Verde De Mato Grosso,-18.9181,-54.8442,35.59,17,0,5.42,BR,1691678622
515,Notodden,59.5594,9.2585,19.86,54,75,1.03,NO,1691678622
516,Ribeira Brava,32.65,-17.0667,33.17,53,1,0.68,PT,1691678622
517,Ust-Tsilma,65.441,52.1498,21.34,53,0,1.74,RU,1691678622
518,Labrador City,52.9463,-66.9114,12.95,88,100,3.09,CA,1691678622
519,Soto La Marina,23.7667,-98.2167,33.45,49,8,5.25,MX,1691678622
520,Shima,24.4478,117.8111,27.01,92,100,1.21,CN,1691678622
521,Sandpoint,48.2766,-116.5533,17.46,89,0,2.57,US,1691678572
522,Singkil,-7.9855,111.4161,20.51,92,6,2.15,ID,1691678622
523,Nyurba,63.2842,118.3319,17.22,68,7,2.6,RU,1691678622
524,Ceylanpinar,36.8472,40.05,43.02,10,0,5.32,TR,1691678622
525,Dingwall,57.5953,-4.4272,21.6,75,17,3.23,GB,1691678622
526,Lompoc,34.6391,-120.4579,17.18,68,100,2.24,US,1691678622
527,Kovalam,8.3667,76.9967,28.05,89,40,3.6,IN,1691678622
528,Eldoret,0.5204,35.2699,17.05,77,75,2.57,KE,1691678622
529,Kuhmo,64.1333,29.5167,21.49,50,5,3.71,FI,1691678622
530,Qamdo,31.1667,97.2333,8.31,91,100,1.99,CN,1691678622
531,Planaltina,-15.4528,-47.6142,26.47,33,23,4.07,BR,1691678622
532,Benghazi,32.1167,20.0667,27.39,56,0,7.06,LY,1691678623
533,Port Blair,11.6667,92.75,27.48,84,97,5.96,IN,1691678468
534,Butembo,0.15,29.2833,19.87,83,90,0.83,CD,1691678609
535,Saynshand,44.8824,110.1163,25.75,48,36,5.44,MN,1691678623
536,Pico Truncado,-46.7949,-67.9573,10.25,56,7,8.94,AR,1691678623
537,Hotan,37.0997,79.9269,33.22,14,70,3.2,CN,1691678623
538,Guajara Mirim,-10.7828,-65.3394,30.09,62,0,2.57,BR,1691678623
539,Maridi,4.9158,29.4742,23.57,92,84,1.5,SS,1691678623
540,Naxos,37.1056,25.3764,28.5,65,20,6.26,GR,1691678495
541,Ardakan,32.31,54.0175,34.78,11,0,6.99,IR,1691678623
542,Ndola,-12.9587,28.6366,23.08,31,4,2.24,ZM,1691678623
543,Taybad,34.74,60.7756,31.89,17,0,11.81,IR,1691678623
544,Gaiman,-43.2897,-65.4929,17.2,32,99,7.35,AR,1691678623
545,Neiafu,-18.65,-173.9833,19.38,94,20,0.0,TO,1691678623
546,Hovd,48.0056,91.6419,20.42,43,19,0.76,MN,1691678336
547,Yulinshi,38.2906,109.7494,24.97,76,93,3.16,CN,1691678623
548,Agat Village,13.3886,144.6585,26.52,95,75,1.79,GU,1691678623
549,Severnoye,56.3491,78.3619,14.44,68,88,4.24,RU,1691678623
550,Selkirk,50.1436,-96.8845,18.39,69,45,3.4,CA,1691678448
551,Sultanah,24.4926,39.5857,44.25,4,0,5.14,SA,1691678539
552,Daru,-9.0763,143.2092,24.07,75,28,7.62,PG,1691678623
553,Kabwe,-14.4469,28.4464,21.91,27,2,4.61,ZM,1691678623
554,Ivdel',60.6911,60.4206,15.89,65,92,1.75,RU,1691678624
555,Yaren,-0.5472,166.916,27.49,76,69,1.84,NR,1691678624
556,Saldanha,-33.0117,17.9442,19.19,59,0,2.93,ZA,1691678624
557,Northam,51.0333,-4.2167,22.36,68,53,4.96,GB,1691678624
558,Mbandaka,0.0487,18.2603,27.38,65,73,2.08,CD,1691678624
559,San Luis Acatlan,16.8167,-98.7333,27.18,79,96,0.75,MX,1691678428
560,Katsuura,35.1333,140.3,26.15,90,2,4.04,JP,1691678624
561,Krasnoural'Sk,58.3638,60.0407,15.66,70,46,3.0,RU,1691678625
562,Serinhisar,37.581,29.2664,31.25,28,0,7.39,TR,1691678625
563,Chashniki,54.8569,29.1607,21.09,56,97,3.39,BY,1691678625
564,Fortaleza,-3.7227,-38.5247,32.07,40,0,5.14,BR,1691678401
565,Zouerate,22.7187,-12.4521,46.21,7,11,6.12,MR,1691678626
566,Martapura,-3.4167,114.85,25.05,83,56,1.54,ID,1691678626
567,Kaihua,23.3687,104.28,19.33,92,91,0.93,CN,1691678626
568,Ayr,55.4627,-4.6339,23.51,68,75,6.69,GB,1691678626
569,Greenville,35.6127,-77.3663,29.01,79,40,4.63,US,1691678626
570,Cururupu,-1.8283,-44.8683,30.76,56,73,3.55,BR,1691678626
571,East Porterville,36.0574,-118.9757,20.66,59,0,2.06,US,1691678626
572,Lerwick,60.1545,-1.1494,15.0,76,33,1.09,GB,1691678626
573,San Rafael,-34.6177,-68.3301,16.16,26,97,4.13,AR,1691678519
574,Port Saint John'S,-31.6229,29.5448,20.77,76,0,8.34,ZA,1691678626
575,Aluksne,57.4167,27.05,16.47,87,81,2.98,LV,1691678626
576,San Sebastian De La Gomera,28.0916,-17.1133,31.2,51,0,2.06,ES,1691678627
577,Olutanga,7.3106,122.8464,28.14,73,98,3.78,PH,1691678627
578,Bovalino,38.149,16.174,27.94,52,2,2.45,IT,1691678627
579,Kolasib,24.2333,92.7,23.37,95,100,1.06,IN,1691678627
580,Brookings,44.3114,-96.7984,21.36,85,20,6.69,US,1691678627
581,Barcelos,41.5388,-8.6151,29.4,54,17,4.26,PT,1691678627
582,Yarmouth,41.7057,-70.2286,27.2,67,0,3.6,US,1691678627
583,Pemangkat,1.1667,108.9667,26.74,82,100,3.38,ID,1691678627
584,Inari,68.906,27.0288,27.11,48,9,4.24,FI,1691678627
585,Maceio,-9.6658,-35.7353,27.69,65,40,4.63,BR,1691678622
586,Naze,28.3667,129.4833,25.51,89,100,2.22,JP,1691678617
587,Boa Esperanca Do Sul,-21.9925,-48.3908,31.24,28,0,4.19,BR,1691678627
588,Severo-Yeniseyskiy,60.3725,93.0408,12.89,86,100,1.05,RU,1691678627
589,Quang Ngai,15.1167,108.8,27.67,82,21,2.03,VN,1691678627
590,Peterhead,57.5058,-1.7981,22.22,84,0,5.22,GB,1691678628
591,Tikapur,28.5,81.1333,27.52,89,100,0.95,NP,1691678628
